# x		y		z	 configuration saved for N: 125
6.154471E-01	9.084720E-01	4.191829E-01	9.073590E-02	9.153733E-01	-3.922483E-01	-1
2.354345E-01	3.771583E-01	9.957355E-01	-7.476532E-01	-2.203726E-01	6.264588E-01	17
5.724436E-01	1.369859E-01	4.523581E-01	-6.172790E-01	-6.798349E-01	-3.959685E-01	-1
2.986140E-01	2.140081E-01	9.512065E-01	-2.690108E-01	-5.556749E-02	-9.615329E-01	-1
1.037744E-01	1.892707E-02	6.840466E-01	8.266338E-01	4.602443E-01	-3.238083E-01	-1
1.111004E-01	7.929340E-01	4.788737E-01	-1.276954E-02	-8.743209E-02	9.960886E-01	-1
5.981205E-01	7.428452E-01	1.611892E-01	-5.706307E-01	6.285773E-01	-5.284612E-01	-1
4.078366E-01	1.211179E-01	3.960885E-01	8.072524E-01	4.310100E-01	-4.032046E-01	-1
9.629753E-01	1.328581E-01	8.446510E-02	7.661090E-01	4.963076E-01	4.083575E-01	-1
2.849736E-01	2.778558E-01	4.898516E-01	4.544395E-01	-8.345369E-01	-3.115010E-01	-1
4.456653E-02	3.768221E-01	2.143604E-01	5.399243E-01	-5.986381E-01	-5.917045E-01	-1
5.436577E-01	7.274097E-01	8.307119E-01	-2.376374E-02	-9.216543E-01	-3.872837E-01	-1
8.678357E-01	6.635049E-01	2.475618E-01	-4.460883E-01	1.838483E-01	8.759024E-01	-1
5.127370E-01	8.904212E-01	6.584520E-01	-7.418216E-01	-5.728426E-01	-3.486431E-01	-1
4.928971E-01	8.855860E-01	2.315742E-01	7.907719E-01	2.718332E-02	-6.115070E-01	72
3.805397E-01	1.938732E-01	1.837926E-01	3.256292E-01	-4.883461E-01	8.096195E-01	7
9.101599E-02	9.798218E-01	9.950293E-01	-4.477883E-01	8.874102E-01	-1.094932E-01	-1
1.906284E-01	2.265381E-01	9.040701E-02	9.413649E-01	-9.097472E-02	-3.248933E-01	-1
7.178429E-01	2.088351E-01	8.194253E-01	3.935200E-01	-8.722098E-01	2.905031E-01	-1
4.232456E-03	7.399350E-01	1.112255E-01	7.952705E-01	-4.999334E-01	3.429451E-01	87
1.766747E-01	6.290670E-02	8.705518E-01	-2.656774E-01	5.368579E-01	8.007491E-01	3
1.579908E-01	5.308631E-01	6.751807E-02	6.667984E-01	-6.348345E-02	-7.425293E-01	93
2.310052E-01	1.351229E-01	3.279007E-01	-3.037133E-01	-7.481742E-01	5.899098E-01	50
8.929709E-01	8.824013E-01	1.351369E-01	2.964426E-01	-9.338454E-01	-2.001364E-01	-1
9.668784E-01	5.743511E-01	1.009244E-01	8.237055E-01	-3.899020E-01	4.116864E-01	-1
3.536878E-01	3.880728E-01	6.897234E-01	1.332195E-01	-5.560000E-01	8.204368E-01	93
9.705785E-03	8.815778E-03	2.319132E-01	3.722198E-01	-2.585202E-01	-8.914144E-01	23
3.877336E-01	7.063948E-01	2.608942E-01	-5.488977E-01	-8.336317E-01	6.139652E-02	-1
4.393411E-02	6.236583E-01	4.264977E-01	-9.499760E-01	-7.191020E-02	3.039317E-01	-1
7.306775E-01	4.850836E-01	5.525987E-01	7.461284E-01	-6.376273E-01	1.916345E-01	83
9.274097E-01	3.448633E-01	3.750593E-01	7.111646E-01	-1.020689E-01	6.955767E-01	118
1.163010E-01	2.310551E-01	5.054643E-01	-5.951412E-02	-9.591049E-01	-2.767234E-01	-1
8.205862E-01	9.481515E-02	6.211364E-01	1.450270E-01	-6.051911E-01	7.827585E-01	-1
4.310699E-02	2.318438E-01	8.817119E-01	4.898768E-01	3.372374E-01	-8.039227E-01	-1
7.193589E-01	5.026573E-02	1.349093E-01	-3.876656E-01	-6.526872E-01	-6.509338E-01	-1
7.922710E-01	6.608405E-02	8.793305E-01	2.325218E-01	-2.882687E-01	9.288890E-01	8
1.858866E-01	3.798451E-01	3.618685E-01	-7.181263E-01	1.194073E-01	6.855920E-01	-1
7.360106E-01	7.314463E-01	7.536374E-01	2.631935E-01	-6.654946E-01	-6.984598E-01	69
2.805013E-01	5.671218E-02	4.874393E-02	-6.438282E-01	7.147866E-01	2.730666E-01	16
4.980541E-01	9.006365E-01	9.565291E-01	9.746840E-01	-2.231848E-01	-1.340091E-02	72
3.697239E-01	6.396013E-01	9.500426E-01	5.784575E-01	7.731658E-01	-2.600032E-01	-1
8.723706E-01	4.411925E-01	4.874418E-02	-2.854121E-02	8.917999E-01	4.515288E-01	24
4.262462E-01	7.145313E-01	5.548699E-01	-1.922853E-01	6.279186E-01	-7.541515E-01	9
6.432524E-01	6.334238E-01	5.845708E-01	-7.581980E-01	1.838017E-01	-6.255819E-01	-1
8.377397E-01	3.336704E-01	8.726646E-01	6.531765E-01	7.056455E-01	-2.746359E-01	-1
3.598433E-01	3.189265E-01	3.211696E-01	9.395900E-01	3.398763E-01	-4.067936E-02	47
9.893976E-01	7.342816E-01	7.426223E-01	1.226783E-01	-8.753418E-01	-4.676824E-01	-1
4.954040E-01	4.862087E-01	2.277956E-01	-3.253359E-01	-4.624134E-01	8.248214E-01	-1
6.645615E-01	3.569381E-01	9.785591E-01	-6.205535E-01	-6.613951E-01	4.212718E-01	120
8.465462E-01	8.642575E-01	7.259263E-01	-8.677192E-01	-4.869993E-01	-9.947433E-02	-1
3.759394E-01	9.381079E-01	3.717181E-01	2.012442E-02	3.500689E-01	-9.365078E-01	-1
1.085252E-01	7.612142E-01	9.491202E-01	-7.082757E-01	4.359856E-01	5.552136E-01	-1
7.049466E-01	4.128778E-01	7.832176E-01	6.176161E-01	-2.105968E-01	-7.577594E-01	83
4.989845E-01	5.404376E-01	5.340093E-01	-6.605085E-01	-2.028493E-01	7.228974E-01	-1
2.228622E-01	3.438685E-01	7.922591E-01	-1.112943E-01	9.812963E-01	-1.570707E-01	-1
6.396973E-01	5.489676E-02	6.950247E-01	-2.111108E-01	9.029791E-01	3.742473E-01	-1
6.605832E-01	6.121863E-03	9.799568E-01	3.529411E-01	5.053061E-01	7.874632E-01	34
7.102976E-01	2.964679E-01	3.498831E-01	-9.841598E-04	6.930646E-01	7.208748E-01	-1
1.467419E-01	5.250238E-01	2.455911E-01	1.692576E-01	-5.737381E-01	8.013591E-01	36
9.139043E-01	5.073493E-01	4.445426E-01	-2.403660E-01	-4.795870E-01	-8.439316E-01	-1
2.783791E-01	7.943266E-01	9.876253E-01	-3.911102E-01	-4.515805E-01	8.019400E-01	-1
3.893641E-01	8.080348E-01	8.551978E-01	-4.982465E-01	-6.928682E-01	-5.212333E-01	-1
4.010824E-01	5.188485E-01	3.769093E-01	3.934930E-02	-8.284017E-01	5.587506E-01	-1
2.033234E-01	7.591062E-01	2.780184E-01	-1.853815E-02	-3.405020E-01	-9.400610E-01	-1
7.521952E-01	9.192995E-01	2.473458E-01	3.939913E-01	-9.154460E-01	-8.203341E-02	101
6.406598E-01	3.997668E-01	1.710648E-01	7.923226E-01	-5.477024E-01	2.687880E-01	34
2.912647E-02	3.241315E-01	5.041853E-02	-5.934842E-01	2.583757E-01	-7.622457E-01	-1
9.768445E-01	1.074718E-01	4.378982E-01	-8.541038E-01	5.079455E-01	-1.117947E-01	108
1.427935E-01	9.227681E-01	3.207587E-01	9.540093E-01	1.202927E-01	2.745831E-01	50
8.311781E-01	6.020901E-01	6.823691E-01	5.363810E-03	-9.961494E-01	-8.750752E-02	-1
3.146068E-01	4.730611E-01	1.671003E-01	-8.154472E-01	2.473403E-02	-5.783028E-01	-1
8.625499E-04	5.854788E-01	9.227776E-01	-8.653481E-01	-4.965727E-01	-6.773658E-02	-1
7.492519E-01	8.530311E-01	2.484102E-02	1.239327E-01	-6.588669E-02	-9.901008E-01	-1
7.717713E-01	6.600904E-01	4.699925E-01	-7.611285E-01	-2.843785E-01	-5.829342E-01	101
3.097160E-01	9.487349E-01	2.089186E-01	3.111290E-01	9.017498E-01	3.000768E-01	-1
