# x		y		z	 configuration saved for N: 125
1.273606E-01	4.949594E-01	1.536660E-01	-6.412051E-01	3.853508E-02	-7.664014E-01	-1
8.319181E-01	8.160794E-01	3.202657E-01	4.369413E-01	7.056603E-01	5.577865E-01	-1
1.617955E-01	8.406955E-02	6.877889E-01	4.062225E-01	8.962092E-01	1.783041E-01	70
1.109132E-01	6.995957E-01	5.729392E-01	4.632510E-01	-1.353940E-01	8.758236E-01	-1
9.927726E-01	4.931416E-01	7.762363E-01	5.172224E-02	-3.852892E-01	-9.213453E-01	-1
4.508965E-01	1.217931E-01	3.838146E-01	-8.519368E-01	5.883877E-02	5.203284E-01	15
5.948357E-01	9.249983E-01	7.755193E-01	-2.621118E-01	7.534003E-01	-6.030634E-01	-1
5.494608E-02	9.104110E-01	6.800646E-01	5.363849E-01	-7.932170E-01	2.882674E-01	-1
5.014864E-01	5.751815E-01	3.980053E-01	6.785004E-02	7.851868E-01	-6.155307E-01	89
6.220885E-01	7.889142E-01	2.053041E-01	-8.519289E-02	-1.923221E-01	-9.776269E-01	-1
9.919857E-01	5.517095E-01	4.905762E-02	3.058258E-01	-9.174453E-01	2.544891E-01	86
5.026694E-01	7.477935E-01	5.454997E-01	-2.961110E-01	2.846996E-01	-9.117370E-01	52
9.149497E-01	9.485846E-03	3.482914E-01	6.845250E-01	-4.159045E-01	-5.987061E-01	104
3.537318E-01	2.489174E-01	1.868256E-01	9.677613E-01	-1.354471E-01	-2.123493E-01	-1
2.718175E-01	4.950224E-01	4.541390E-01	6.954331E-01	-7.185161E-01	-1.036963E-02	113
3.137049E-01	2.008227E-01	4.891998E-01	-5.333208E-01	-6.925641E-01	-4.857200E-01	-1
9.865989E-01	3.102495E-01	4.559224E-01	-2.165034E-01	-7.612381E-01	-6.112633E-01	123
2.745073E-01	7.203440E-01	4.912822E-01	9.411680E-01	3.027057E-01	-1.502398E-01	-1
2.865204E-01	9.408813E-01	8.555802E-01	6.248831E-01	6.421397E-01	4.440470E-01	-1
4.586282E-01	3.357048E-01	3.693689E-01	-5.248951E-01	8.365683E-01	1.569668E-01	-1
7.390165E-01	8.314672E-01	8.735009E-01	3.226524E-01	7.600569E-01	-5.641001E-01	-1
5.009269E-01	7.467166E-02	7.805274E-01	-9.046781E-01	-1.870019E-01	3.828678E-01	-1
8.799996E-01	9.069231E-01	7.256564E-01	1.114906E-01	-3.641356E-01	9.246487E-01	-1
3.034694E-01	6.281606E-01	7.309779E-01	8.566175E-01	1.372790E-01	-4.973539E-01	-1
9.249113E-01	6.484911E-01	8.928838E-01	-5.372391E-01	7.072524E-01	-4.595304E-01	20
2.597891E-01	4.260133E-01	7.464079E-01	-5.524261E-01	5.544153E-01	6.224540E-01	113
6.557515E-01	2.160364E-01	3.853393E-01	-2.606030E-03	-3.912694E-01	-9.202725E-01	-1
9.773433E-01	7.831364E-01	4.140641E-01	-9.631712E-01	-2.395652E-01	1.221052E-01	-1
2.218780E-01	5.880707E-01	2.720933E-01	2.096599E-01	3.297241E-01	-9.205024E-01	-1
1.456660E-03	3.910263E-01	9.657727E-01	4.250432E-01	8.888995E-01	-1.708681E-01	-1
1.171265E-01	2.273730E-01	7.769609E-01	5.737620E-01	-2.931168E-02	8.184974E-01	-1
8.022968E-01	2.117741E-01	2.781184E-01	-3.352910E-01	8.165230E-01	-4.699681E-01	-1
5.743533E-01	6.712259E-01	9.899807E-01	6.877701E-01	-2.665062E-01	-6.752383E-01	-1
7.485266E-01	7.567888E-02	6.895151E-01	6.808878E-01	4.602577E-01	-5.696970E-01	-1
6.630227E-01	8.509169E-01	4.757414E-02	-1.815382E-01	4.940169E-01	-8.502889E-01	-1
9.612329E-01	7.270982E-01	6.006603E-02	-5.892097E-01	6.100340E-01	-5.298022E-01	-1
